gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,NonSL.cell_line,NonSL.pubmed_id,NonSL.source,NonSL.statistic_score
MRPL18,29074,SEC22B,9554,Jurkat,31300006,CRISPR/CRISPRi,0.03
EMC6,83460,MZT1,440145,K562,31300006,CRISPR/CRISPRi,0.19
EIF4G2,1982,MZT1,440145,Jurkat,31300006,CRISPR/CRISPRi,0.08
MED9,55090,MZT1,440145,K562,31300006,CRISPR/CRISPRi,0.27
CKAP5,9793,MZT1,440145,Jurkat,31300006,CRISPR/CRISPRi,0.04
COPA,1314,MZT1,440145,Jurkat,31300006,CRISPR/CRISPRi,0.11
CDK1,983,MZT1,440145,K562,31300006,CRISPR/CRISPRi,0.2
ATP6AP1,537,MZT1,440145,Jurkat,31300006,CRISPR/CRISPRi,0.15
ERH,2079,MZT1,440145,K562,31300006,CRISPR/CRISPRi,0.13
EIF6,3692,MZT1,440145,Jurkat,31300006,CRISPR/CRISPRi,0.01
ATR,545,PPP1CC,5501,K562,31300006,CRISPR/CRISPRi,0.04
GRB2,2885,PPP1CC,5501,K562,31300006,CRISPR/CRISPRi,0.12
PPCS,79717,PSMD6,9861,Jurkat,31300006,CRISPR/CRISPRi,0.08
MRPL27,51264,PSMD6,9861,Jurkat,31300006,CRISPR/CRISPRi,0.01
FARSA,2193,PSMD6,9861,Jurkat,31300006,CRISPR/CRISPRi,0.06
COX7C,1350,PSMD6,9861,Jurkat,31300006,CRISPR/CRISPRi,0.04
EBNA1BP2,10969,PSMD6,9861,K562,31300006,CRISPR/CRISPRi,0.13
PDRG1,81572,YTHDC1,91746,K562,31300006,CRISPR/CRISPRi,0.12
POLR3A,11128,YTHDC1,91746,K562,31300006,CRISPR/CRISPRi,0.17
NUDC,10726,YTHDC1,91746,K562,31300006,CRISPR/CRISPRi,0.12
SNAPC1,6617,YTHDC1,91746,Jurkat,31300006,CRISPR/CRISPRi,0.07
EIF4G2,1982,YTHDC1,91746,Jurkat,31300006,CRISPR/CRISPRi,0.09
NDUFA2,4695,YTHDC1,91746,K562,31300006,CRISPR/CRISPRi,0.13
HSPA5,3309,MCM3,4172,Jurkat,31300006,CRISPR/CRISPRi,0.04
CYB5B,80777,MCM3,4172,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,MCM3,4172,K562,31300006,CRISPR/CRISPRi,0.22
CDC26,246184,MCM3,4172,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G2,1982,MCM3,4172,Jurkat,31300006,CRISPR/CRISPRi,0.16
KDM1A,23028,MCM3,4172,K562,31300006,CRISPR/CRISPRi,0.11
CTNNBL1,56259,MCM3,4172,K562,31300006,CRISPR/CRISPRi,0.11
PFKFB1,5207,PLA2G4C,8605,K562,31300006,CRISPR/CRISPRi,0.13
FGFR3,2261,PLA2G4C,8605,K562,31300006,CRISPR/CRISPRi,0.06
PDHB,5162,RPIA,22934,Hela,31300006,CRISPR/CRISPRi,0.37
CDC73,79577,CTNNBL1,56259,K562,31300006,CRISPR/CRISPRi,0.13
AATF,26574,CTNNBL1,56259,K562,31300006,CRISPR/CRISPRi,0.17
COPS2,9318,CTNNBL1,56259,K562,31300006,CRISPR/CRISPRi,0.13
CNOT1,23019,CTNNBL1,56259,K562,31300006,CRISPR/CRISPRi,0.16
CDC16,8881,CTNNBL1,56259,K562,31300006,CRISPR/CRISPRi,0.29
ACTL6A,86,CTNNBL1,56259,Jurkat,31300006,CRISPR/CRISPRi,0.04
CKAP5,9793,CTNNBL1,56259,K562,31300006,CRISPR/CRISPRi,0.27
CDC26,246184,CTNNBL1,56259,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC23,8697,CTNNBL1,56259,K562,31300006,CRISPR/CRISPRi,0.19
G6PC,2538,GAPDHS,26330,Hela,31300006,CRISPR/CRISPRi,0.6
EIF4G2,1982,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.24
EBNA1BP2,10969,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.23
COX7C,1350,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.0
PDCD7,10081,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.13
NDUFA2,4695,SNRPB,6628,K562;Jurkat,31300006,CRISPR/CRISPRi,0.21
HSPA5,3309,SNRPB,6628,K562;Jurkat,31300006,CRISPR/CRISPRi,0.06
CYB5B,80777,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.04
COA3,28958,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.2
ANKZF1,55139,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.12
POLR3B,55703,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.01
SNAPC1,6617,SNRPB,6628,K562;Jurkat,31300006,CRISPR/CRISPRi,0.24
CDC73,79577,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.11
SFXN1,94081,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.11
NOL8,55035,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.1
MRPL18,29074,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.01
BDP1,55814,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.44
CAMLG,819,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.03
MRPS16,51021,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.0
ARGLU1,55082,SNRPB,6628,K562,31300006,CRISPR/CRISPRi,0.13
CCT8,10694,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.02
FIP1L1,81608,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDK1,983,SNRPB,6628,Jurkat,31300006,CRISPR/CRISPRi,0.04
FBXO28,23219,NAA50,80218,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL18,29074,NAA50,80218,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED1,5469,NAA50,80218,Jurkat,31300006,CRISPR/CRISPRi,0.06
EXOSC6,118460,NAA50,80218,Jurkat,31300006,CRISPR/CRISPRi,0.03
FAM50A,9130,NAA50,80218,K562,31300006,CRISPR/CRISPRi,0.17
CDC26,246184,NAA50,80218,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4G2,1982,EXOSC4,54512,Jurkat,31300006,CRISPR/CRISPRi,0.34
BTF3,689,CDC73,79577,K562,31300006,CRISPR/CRISPRi,0.29
CDK12,51755,EIF2B5,8893,K562,31300006,CRISPR/CRISPRi,0.11
BTF3,689,EIF2B5,8893,K562,31300006,CRISPR/CRISPRi,0.19
MCM4,4173,RPP38,10557,K562,31300006,CRISPR/CRISPRi,0.12
NOL8,55035,RPP38,10557,K562,31300006,CRISPR/CRISPRi,0.19
EIF2B2,8892,RPP38,10557,Jurkat,31300006,CRISPR/CRISPRi,0.03
MED9,55090,RPP38,10557,K562,31300006,CRISPR/CRISPRi,0.13
RPL11,6135,RPP38,10557,K562,31300006,CRISPR/CRISPRi,0.13
CDC26,246184,RPP38,10557,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPS2,9318,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.03
HSPA5,3309,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.0
FAM50A,9130,POLR3B,55703,K562,31300006,CRISPR/CRISPRi,0.1
EIF4G2,1982,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.22
GNL3L,54552,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.0
HYPK,25764,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL27,51264,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPA,1314,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.2
MED10,84246,POLR3B,55703,K562,31300006,CRISPR/CRISPRi,0.13
MED17,9440,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF4A1,1973,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.07
MRPL16,54948,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.04
EXOSC6,118460,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.04
MED1,5469,POLR3B,55703,K562,31300006,CRISPR/CRISPRi,0.18
CARS1,833,POLR3B,55703,K562,31300006,CRISPR/CRISPRi,0.2
EMC6,83460,POLR3B,55703,Jurkat,31300006,CRISPR/CRISPRi,0.05
H6PD,9563,PCK1,5105,A549,31300006,CRISPR/CRISPRi,0.05
ME1,4199,PCK1,5105,A549,31300006,CRISPR/CRISPRi,0.04
AKT1,207,CASP8,841,A549,31300006,CRISPR/CRISPRi,0.0
NDUFA2,4695,UQCRB,7381,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL11,65003,UQCRB,7381,Jurkat,31300006,CRISPR/CRISPRi,0.03
EGFR,1956,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.13
CAMK1D,57118,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.25
CDK2,1017,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.35
DNMT1,1786,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.19
GCK,2645,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.0
CLK3,1198,LARS2,23395,K562,31300006,CRISPR/CRISPRi,0.09
ALDOB,229,PKLR,5313,A549,31300006,CRISPR/CRISPRi,0.16
PDHB,5162,PKLR,5313,Hela,31300006,CRISPR/CRISPRi,0.12
FBP2,8789,PKLR,5313,A549,31300006,CRISPR/CRISPRi,0.26
HK3,3101,PKLR,5313,Hela,31300006,CRISPR/CRISPRi,0.07
SYVN1,84447,ZNF830,91603,K562,31300006,CRISPR/CRISPRi,0.17
CYB5B,80777,ZNF830,91603,K562,31300006,CRISPR/CRISPRi,0.17
INTS3,65123,ZNF830,91603,K562,31300006,CRISPR/CRISPRi,0.13
EIF4G2,1982,ZNF830,91603,K562,31300006,CRISPR/CRISPRi,0.92
BTF3,689,ZNF830,91603,K562,31300006,CRISPR/CRISPRi,0.21
RRM2,6241,ZNF830,91603,K562,31300006,CRISPR/CRISPRi,0.24
GRIK5,2901,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.21
MMP14,4323,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.01
PRKAB1,5564,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.02
HMGCR,3156,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.01
GHSR,2693,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.03
FGFR4,2264,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.18
ATR,545,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.1
NDUFB1,4707,PRKCA,5578,K562,31300006,CRISPR/CRISPRi,0.09
CDC23,8697,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.01
MRPS16,51021,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.06
NCBP1,4686,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.07
COPA,1314,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.07
EIF3C,8663,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.03
MED10,84246,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.03
MCM3AP,8888,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.1
COG3,83548,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.06
MRPL16,54948,PELO,53918,Jurkat,31300006,CRISPR/CRISPRi,0.0
ABCB7,22,CDC16,8881,K562,31300006,CRISPR/CRISPRi,0.21
AURKA,6790,CDC16,8881,K562,31300006,CRISPR/CRISPRi,0.12
COPA,1314,NDUFB4,4710,Jurkat,31300006,CRISPR/CRISPRi,0.01
DNA2,1763,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.26
CEP192,55125,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.07
CDK1,983,EIF4G2,1982,K562,31300006,CRISPR/CRISPRi,0.43
AATF,26574,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.14
BOD1L1,259282,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.01
CENPP,401541,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.11
EBNA1BP2,10969,EIF4G2,1982,K562;Jurkat,31300006,CRISPR/CRISPRi,0.34
ABCB7,22,EIF4G2,1982,K562,31300006,CRISPR/CRISPRi,0.29
ARGLU1,55082,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.03
ARL2,402,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.21
DDX18,8886,EIF4G2,1982,K562;Jurkat,31300006,CRISPR/CRISPRi,0.23
BUB3,9184,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.04
COPA,1314,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.31
ACTL6A,86,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.28
BUB1B,701,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.42
APOOL,139322,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.0
DCAF7,10238,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.06
DMAP1,55929,EIF4G2,1982,K562;Jurkat,31300006,CRISPR/CRISPRi,0.19
EIF2B5,8893,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.2
BNIP1,662,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.31
DNTTIP2,30836,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.29
EFR3A,23167,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.08
CACTIN,58509,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.11
ANKZF1,55139,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC23,8697,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.02
EIF2B2,8892,EIF4G2,1982,Jurkat,31300006,CRISPR/CRISPRi,0.15
GEMIN4,50628,POLA1,5422,K562,31300006,CRISPR/CRISPRi,0.19
BTF3,689,POLA1,5422,K562,31300006,CRISPR/CRISPRi,0.13
NDUFA2,4695,POLA1,5422,K562,31300006,CRISPR/CRISPRi,0.29
RPL35,11224,TBCB,1155,K562,31300006,CRISPR/CRISPRi,0.1
CCNK,8812,TBCB,1155,K562,31300006,CRISPR/CRISPRi,0.17
MRPL35,51318,TBCB,1155,Jurkat,31300006,CRISPR/CRISPRi,0.05
SNAPC1,6617,TBCB,1155,K562,31300006,CRISPR/CRISPRi,0.12
CDK12,51755,TBCB,1155,K562,31300006,CRISPR/CRISPRi,0.15
CASK,8573,FABP4,2167,K562,31300006,CRISPR/CRISPRi,0.0
COPA,1314,EIF3C,8663,Jurkat,31300006,CRISPR/CRISPRi,0.33
ATP6AP1,537,EIF3C,8663,Jurkat,31300006,CRISPR/CRISPRi,0.11
DMAP1,55929,EIF3H,8667,Jurkat,31300006,CRISPR/CRISPRi,0.15
BDP1,55814,EIF3H,8667,K562,31300006,CRISPR/CRISPRi,0.15
HSP90AA1,3320,SMARCA4,6597,X293T,31300006,CRISPR/CRISPRi,0.04
ATR,545,CDK2,1017,K562,31300006,CRISPR/CRISPRi,0.83
CDC26,246184,COG3,83548,Jurkat,31300006,CRISPR/CRISPRi,0.04
ARL2,402,COG3,83548,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDC16,8881,COG3,83548,K562,31300006,CRISPR/CRISPRi,0.18
ATXN10,25814,COG3,83548,Jurkat,31300006,CRISPR/CRISPRi,0.08
APOOL,139322,COG3,83548,Jurkat,31300006,CRISPR/CRISPRi,0.04
ANKZF1,55139,COG3,83548,K562,31300006,CRISPR/CRISPRi,0.22
DNMT1,1786,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.62
CLK3,1198,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.77
PRKAB2,5565,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.79
MSH6,2956,TOP1,7150,A549,31300006,CRISPR/CRISPRi,0.34
PIK3CD,5293,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.78
CASP8,841,TOP1,7150,A549,31300006,CRISPR/CRISPRi,0.07
CDK2,1017,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.48
PTPRZ1,5803,TOP1,7150,K562,31300006,CRISPR/CRISPRi,0.09
MET,4233,TOP1,7150,A549,31300006,CRISPR/CRISPRi,0.13
EIF2B5,8893,MBTPS2,51360,K562,31300006,CRISPR/CRISPRi,0.13
EIF4G2,1982,MBTPS2,51360,Jurkat,31300006,CRISPR/CRISPRi,0.0
DCK,1633,MAP2K2,5605,K562,31300006,CRISPR/CRISPRi,0.0
CHEK1,1111,MAP2K2,5605,HT29,31300006,CRISPR/CRISPRi,0.54
CHEK2,11200,MAP2K2,5605,786O,31300006,CRISPR/CRISPRi,0.37
BDP1,55814,MCM4,4173,Jurkat,31300006,CRISPR/CRISPRi,0.0
ASCC3,10973,MCM4,4173,K562,31300006,CRISPR/CRISPRi,0.1
KDM1A,23028,MCM4,4173,K562,31300006,CRISPR/CRISPRi,0.24
BTF3,689,MCM4,4173,K562,31300006,CRISPR/CRISPRi,0.25
EIF4G2,1982,MCM4,4173,Jurkat,31300006,CRISPR/CRISPRi,0.24
CTNNBL1,56259,MCM4,4173,K562,31300006,CRISPR/CRISPRi,0.13
DONSON,29980,PSPH,5723,K562,31300006,CRISPR/CRISPRi,0.13
BDP1,55814,FTSJ3,117246,Jurkat,31300006,CRISPR/CRISPRi,0.2
AURKA,6790,FTSJ3,117246,K562,31300006,CRISPR/CRISPRi,0.17
COPA,1314,FTSJ3,117246,Jurkat,31300006,CRISPR/CRISPRi,0.03
ATP6AP1,537,FTSJ3,117246,Jurkat,31300006,CRISPR/CRISPRi,0.07
EIF3C,8663,FTSJ3,117246,K562,31300006,CRISPR/CRISPRi,0.17
EIF3H,8667,FTSJ3,117246,Jurkat,31300006,CRISPR/CRISPRi,0.02
CKAP5,9793,FTSJ3,117246,Jurkat,31300006,CRISPR/CRISPRi,0.12
ATR,545,MAPK8IP1,9479,K562,31300006,CRISPR/CRISPRi,0.71
LARS2,23395,MAPK8IP1,9479,K562,31300006,CRISPR/CRISPRi,0.01
ARID1A,8289,BRAF,673,X293T,31300006,CRISPR/CRISPRi,0.21
ATM,472,BRAF,673,X293T,31300006,CRISPR/CRISPRi,0.17
BCL2,596,BRAF,673,X293T,31300006,CRISPR/CRISPRi,0.06
FARSB,10056,LARS1,51520,K562,31300006,CRISPR/CRISPRi,0.1
CAMLG,819,LARS1,51520,Jurkat,31300006,CRISPR/CRISPRi,0.06
CTNNBL1,56259,LARS1,51520,K562,31300006,CRISPR/CRISPRi,0.13
EEF1G,1937,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.11
SPAG7,9552,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.34
CDC16,8881,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.24
DDX18,8886,TBC1D31,93594,K562;Jurkat,31300006,CRISPR/CRISPRi,0.07
RPS18,6222,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.16
DMAP1,55929,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.13
PSMD4,5710,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.15
GTF3C3,9330,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.17
SNRPG,6637,TBC1D31,93594,K562;Jurkat,31300006,CRISPR/CRISPRi,0.19
PSMC2,5701,TBC1D31,93594,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPA,1314,TBC1D31,93594,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPSA,3921,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.14
POLE,5426,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.14
RPL24,6152,TBC1D31,93594,K562;Jurkat,31300006,CRISPR/CRISPRi,0.13
GTF2H4,2968,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.19
NOL8,55035,TBC1D31,93594,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPL3,6122,TBC1D31,93594,K562,31300006,CRISPR/CRISPRi,0.11
APC,324,CDK6,1021,X293T,31300006,CRISPR/CRISPRi,0.28
ATM,472,CDK6,1021,X293T,31300006,CRISPR/CRISPRi,0.12
EMC6,83460,SKIV2L,6499,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4A1,1973,SKIV2L,6499,Jurkat,31300006,CRISPR/CRISPRi,0.0
KDM1A,23028,SKIV2L,6499,K562,31300006,CRISPR/CRISPRi,0.18
CCNK,8812,SKIV2L,6499,K562,31300006,CRISPR/CRISPRi,0.16
RPL35,11224,SKIV2L,6499,Jurkat,31300006,CRISPR/CRISPRi,0.09
RPL11,6135,SKIV2L,6499,K562,31300006,CRISPR/CRISPRi,0.16
RPS5,6193,SKIV2L,6499,Jurkat,31300006,CRISPR/CRISPRi,0.07
BTF3,689,SKIV2L,6499,K562,31300006,CRISPR/CRISPRi,0.16
RBM22,55696,SKIV2L,6499,Jurkat,31300006,CRISPR/CRISPRi,0.01
ATXN10,25814,COX7C,1350,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX5A,9377,COX7C,1350,Jurkat,31300006,CRISPR/CRISPRi,0.03
COG3,83548,COX7C,1350,Jurkat,31300006,CRISPR/CRISPRi,0.02
COPS2,9318,COX7C,1350,Jurkat,31300006,CRISPR/CRISPRi,0.0
COX6C,1345,COX7C,1350,Jurkat,31300006,CRISPR/CRISPRi,0.02
DLAT,1737,GOT2,2806,Hela,31300006,CRISPR/CRISPRi,0.18
ANAPC13,25847,CARS1,833,Jurkat,31300006,CRISPR/CRISPRi,0.06
BTF3,689,CARS1,833,K562,31300006,CRISPR/CRISPRi,0.12
COPA,1314,ELP4,26610,Jurkat,31300006,CRISPR/CRISPRi,0.03
MRPL35,51318,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.03
DNA2,1763,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.0
FTSJ3,117246,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.05
MRPL11,65003,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.04
POLD3,10714,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.04
SEH1L,81929,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.01
MRPS5,64969,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.0
FBXO28,23219,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
DARS1,1615,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.03
EFR3A,23167,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.07
RPL5,6125,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.03
NDUFA2,4695,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED9,55090,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.01
GEMIN4,50628,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
BNIP1,662,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.04
DMAP1,55929,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.09
POLR3B,55703,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.0
EIF3H,8667,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPSA,3921,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.07
RPL30,6156,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.09
PSMC6,5706,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
BUB1B,701,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.01
NIP7,51388,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.0
GNL2,29889,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPL24,6152,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.03
MED22,6837,TOMM22,56993,Jurkat,31300006,CRISPR/CRISPRi,0.09
HBS1L,10767,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.01
BTF3,689,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX16,51241,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.04
ATXN10,25814,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.07
COX7C,1350,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.0
COG3,83548,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.02
BDP1,55814,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.12
PITRM1,10531,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDK1,983,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED23,9439,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF4G2,1982,POLN,353497,Jurkat,31300006,CRISPR/CRISPRi,0.36
CAMK2A,815,FGFR4,2264,K562,31300006,CRISPR/CRISPRi,0.06
FGFR3,2261,FGFR4,2264,K562,31300006,CRISPR/CRISPRi,0.09
EIF4G2,1982,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.26
CYB5B,80777,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.03
COX16,51241,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.02
COPS5,10987,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.02
MED10,84246,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.05
HSPA5,3309,RPL32,6161,K562,31300006,CRISPR/CRISPRi,0.15
NDUFA2,4695,RPL32,6161,K562;Jurkat,31300006,CRISPR/CRISPRi,0.15
RPF2,84154,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.07
CKAP5,9793,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.3
BTF3,689,RPL32,6161,K562,31300006,CRISPR/CRISPRi,0.2
KDM1A,23028,RPL32,6161,K562,31300006,CRISPR/CRISPRi,0.12
COPS2,9318,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.06
NOL8,55035,RPL32,6161,Jurkat,31300006,CRISPR/CRISPRi,0.02
EPRS1,2058,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.8
GRB2,2885,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.85
ATR,545,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.92
BCL2L1,598,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.07
CDK12,51755,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.07
NDUFB1,4707,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.08
LARS2,23395,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.1
DOT1L,84444,PIK3CD,5293,K562,31300006,CRISPR/CRISPRi,0.07
EGFR,1956,HMGA1,3159,K562,31300006,CRISPR/CRISPRi,0.06
ATR,545,CASK,8573,K562,31300006,CRISPR/CRISPRi,0.04
COG3,83548,DNTTIP2,30836,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPA,1314,DNTTIP2,30836,Jurkat,31300006,CRISPR/CRISPRi,0.13
